homeTeam,awayTeam,homeScore,awayScore,date,gameID,playoff,season
Sol,Hustle,26,25,6/25/2017,2017-06-25-ATL-AUS,FALSE,2017
Cascades,Riptide,31,10,6/30/2017,2017-06-30-VAN-SEA,FALSE,2017
Mechanix,Thunderbirds,14,22,7/1/2017,2017-07-01-PIT-DET,FALSE,2017
Royal,Empire,29,20,7/1/2017,2017-07-01-NY-MTL,FALSE,2017
Radicals,Wind Chill,21,13,7/1/2017,2017-07-01-MIN-MAD,FALSE,2017
AlleyCats,Union,30,24,7/1/2017,2017-07-01-CHI-IND,FALSE,2017
Nightwatch,Sol,21,27,7/1/2017,2017-07-01-AUS-NSH,FALSE,2017
Outlaws,Empire,20,21,7/2/2017,2017-07-02-NY-OTT,FALSE,2017
Thunderbirds,Union,21,20,7/2/2017,2017-07-02-CHI-PIT,FALSE,2017
Legion,Cannons,27,28,7/7/2017,2017-07-07-JAX-DAL,FALSE,2017
Nightwatch,Flyers,14,24,7/8/2017,2017-07-08-RAL-NSH,FALSE,2017
Rush,Royal,28,20,7/8/2017,2017-07-08-MTL-TOR,FALSE,2017
Mechanix,Wind Chill,17,31,7/8/2017,2017-07-08-MIN-DET,FALSE,2017
Growlers,Aviators,19,26,7/8/2017,2017-07-08-LA-SD,FALSE,2017
Sol,Cannons,27,31,7/8/2017,2017-07-08-JAX-AUS,FALSE,2017
Nightwatch,Flyers,26,31,7/9/2017,2017-07-09-RAL-NSH,FALSE,2017
Thunderbirds,Wind Chill,26,22,7/9/2017,2017-07-09-MIN-PIT,FALSE,2017
Spiders,Cascades,17,21,7/14/2017,2017-07-14-SEA-SJ,FALSE,2017
Hustle,Nightwatch,27,22,7/14/2017,2017-07-14-NSH-ATL,FALSE,2017
AlleyCats,Wind Chill,25,26,7/14/2017,2017-07-14-MIN-IND,FALSE,2017
Union,Radicals,17,26,7/14/2017,2017-07-14-MAD-CHI,FALSE,2017
FlameThrowers,Cascades,31,26,7/15/2017,2017-07-15-SEA-SF,FALSE,2017
Aviators,Growlers,18,22,7/15/2017,2017-07-15-SD-LA,FALSE,2017
Phoenix,Empire,30,23,7/15/2017,2017-07-15-NY-PHI,FALSE,2017
Cannons,Nightwatch,33,24,7/15/2017,2017-07-15-NSH-JAX,FALSE,2017
Thunderbirds,Mechanix,28,24,7/15/2017,2017-07-15-DET-PIT,FALSE,2017
Sol,Legion,23,27,7/15/2017,2017-07-15-DAL-AUS,FALSE,2017
Outlaws,Rush,25,30,7/16/2017,2017-07-16-TOR-OTT,FALSE,2017
Growlers,Spiders,23,22,7/21/2017,2017-07-21-SJ-SD,FALSE,2017
Aviators,Spiders,24,23,7/22/2017,2017-07-22-SJ-LA,FALSE,2017
Cascades,FlameThrowers,24,30,7/22/2017,2017-07-22-SF-SEA,FALSE,2017
Wind Chill,Thunderbirds,19,13,7/22/2017,2017-07-22-PIT-MIN,FALSE,2017
Outlaws,Empire,25,29,7/22/2017,2017-07-22-NY-OTT,FALSE,2017
Union,AlleyCats,19,26,7/22/2017,2017-07-22-IND-CHI,FALSE,2017
Phoenix,Breeze,20,23,7/22/2017,2017-07-22-DC-PHI,FALSE,2017
Riptide,FlameThrowers,18,26,7/23/2017,2017-07-23-SF-VAN,FALSE,2017
Royal,Outlaws,31,22,7/23/2017,2017-07-23-OTT-MTL,FALSE,2017
Rush,Empire,20,14,7/23/2017,2017-07-23-NY-TOR,FALSE,2017
Radicals,AlleyCats,22,21,7/23/2017,2017-07-23-IND-MAD,FALSE,2017
Legion,Cannons,22,12,7/29/2017,2017-07-29-JAX-DAL,TRUE,2017
Wind Chill,Thunderbirds,25,26,8/4/2017,2017-08-04-PIT-MIN,TRUE,2017
Breeze,Royal,28,16,8/11/2017,2017-08-11-MTL-DC,TRUE,2017
Aviators,Spiders,33,24,8/12/2017,2017-08-12-SJ-LA,TRUE,2017
Radicals,Thunderbirds,27,22,8/12/2017,2017-08-12-PIT-MAD,TRUE,2017
Flyers,Legion,24,27,8/12/2017,2017-08-12-DAL-RAL,TRUE,2017
FlameThrowers,Aviators,33,22,8/13/2017,2017-08-13-LA-SF,TRUE,2017
Rush,Breeze,29,26,8/13/2017,2017-08-13-DC-TOR,TRUE,2017
Legion,Rush,21,24,8/26/2017,2017-08-26-TOR-DAL,TRUE,2017
Radicals,FlameThrowers,19,23,8/26/2017,2017-08-26-SF-MAD,TRUE,2017
Rush,FlameThrowers,29,30,8/27/2017,2017-08-27-SF-TOR,TRUE,2017
Flyers,Cannons,27,22,3/31/2018,2018-03-31-TB-RAL,FALSE,2018
Mechanix,AlleyCats,12,24,3/31/2018,2018-03-31-IND-DET,FALSE,2018
FlameThrowers,Spiders,20,21,4/7/2018,2018-04-07-SJ-SF,FALSE,2018
Aviators,Growlers,30,17,4/7/2018,2018-04-07-SD-LA,FALSE,2018
Breeze,Royal,22,24,4/7/2018,2018-04-07-MTL-DC,FALSE,2018
Cascades,Wind Chill,29,28,4/7/2018,2018-04-07-MIN-SEA,FALSE,2018
AlleyCats,Radicals,13,20,4/7/2018,2018-04-07-MAD-IND,FALSE,2018
Thunderbirds,Mechanix,17,16,4/7/2018,2018-04-07-DET-PIT,FALSE,2018
Flyers,Legion,14,17,4/7/2018,2018-04-07-DAL-RAL,FALSE,2018
Cannons,Hustle,15,17,4/7/2018,2018-04-07-ATL-TB,FALSE,2018
Empire,Rush,14,18,4/14/2018,2018-04-14-TOR-NY,FALSE,2018
Spiders,FlameThrowers,27,28,4/14/2018,2018-04-14-SF-SJ,FALSE,2018
Cascades,Growlers,16,22,4/14/2018,2018-04-14-SD-SEA,FALSE,2018
Cannons,Flyers,17,20,4/14/2018,2018-04-14-RAL-TB,FALSE,2018
Sol,Aviators,23,22,4/14/2018,2018-04-14-LA-AUS,FALSE,2018
Thunderbirds,Union,15,20,4/14/2018,2018-04-14-CHI-PIT,FALSE,2018
Phoenix,Rush,18,19,4/15/2018,2018-04-15-TOR-PHI,FALSE,2018
Legion,Aviators,20,17,4/15/2018,2018-04-15-LA-DAL,FALSE,2018
Nightwatch,Hustle,17,18,4/15/2018,2018-04-15-ATL-NSH,FALSE,2018
FlameThrowers,Rush,18,28,4/21/2018,2018-04-21-TOR-SF,FALSE,2018
Hustle,Cannons,19,18,4/21/2018,2018-04-21-TB-ATL,FALSE,2018
Growlers,Cascades,26,25,4/21/2018,2018-04-21-SEA-SD,FALSE,2018
Nightwatch,Flyers,26,31,4/21/2018,2018-04-21-RAL-NSH,FALSE,2018
AlleyCats,Thunderbirds,27,18,4/21/2018,2018-04-21-PIT-IND,FALSE,2018
Empire,Outlaws,28,16,4/21/2018,2018-04-21-OTT-NY,FALSE,2018
Phoenix,Royal,26,21,4/21/2018,2018-04-21-MTL-PHI,FALSE,2018
Mechanix,Radicals,12,27,4/21/2018,2018-04-21-MAD-DET,FALSE,2018
Wind Chill,Union,24,23,4/21/2018,2018-04-21-CHI-MIN,FALSE,2018
Aviators,Spiders,25,16,4/22/2018,2018-04-22-SJ-LA,FALSE,2018
Breeze,Outlaws,26,19,4/22/2018,2018-04-22-OTT-DC,FALSE,2018
Legion,Sol,23,21,4/22/2018,2018-04-22-AUS-DAL,FALSE,2018
Spiders,Growlers,18,17,4/27/2018,2018-04-27-SD-SJ,FALSE,2018
Sol,Flyers,25,23,4/27/2018,2018-04-27-RAL-AUS,FALSE,2018
FlameThrowers,Growlers,21,25,4/28/2018,2018-04-28-SD-SF,FALSE,2018
Legion,Flyers,20,24,4/28/2018,2018-04-28-RAL-DAL,FALSE,2018
Radicals,Thunderbirds,29,13,4/28/2018,2018-04-28-PIT-MAD,FALSE,2018
Cannons,Nightwatch,25,13,4/28/2018,2018-04-28-NSH-TB,FALSE,2018
Outlaws,Royal,33,35,4/28/2018,2018-04-28-MTL-OTT,FALSE,2018
Union,AlleyCats,21,25,4/28/2018,2018-04-28-IND-CHI,FALSE,2018
Phoenix,Breeze,18,18,4/28/2018,2018-04-28-DC-PHI,FALSE,2018
Growlers,Spiders,31,28,5/4/2018,2018-05-04-SJ-SD,FALSE,2018
Flyers,Cannons,23,20,5/5/2018,2018-05-05-TB-RAL,FALSE,2018
Aviators,Spiders,33,31,5/5/2018,2018-05-05-SJ-LA,FALSE,2018
Cascades,FlameThrowers,27,25,5/5/2018,2018-05-05-SF-SEA,FALSE,2018
Royal,Phoenix,14,17,5/5/2018,2018-05-05-PHI-MTL,FALSE,2018
Wind Chill,Radicals,19,20,5/5/2018,2018-05-05-MAD-MIN,FALSE,2018
Mechanix,AlleyCats,22,31,5/5/2018,2018-05-05-IND-DET,FALSE,2018
Empire,Breeze,19,18,5/5/2018,2018-05-05-DC-NY,FALSE,2018
Hustle,Sol,22,23,5/5/2018,2018-05-05-AUS-ATL,FALSE,2018
Outlaws,Phoenix,22,19,5/6/2018,2018-05-06-PHI-OTT,FALSE,2018
Thunderbirds,AlleyCats,18,27,5/6/2018,2018-05-06-IND-PIT,FALSE,2018
Nightwatch,Sol,22,20,5/6/2018,2018-05-06-AUS-NSH,FALSE,2018
Hustle,Cannons,27,26,5/12/2018,2018-05-12-TB-ATL,FALSE,2018
Spiders,FlameThrowers,23,26,5/12/2018,2018-05-12-SF-SJ,FALSE,2018
Breeze,Flyers,25,24,5/12/2018,2018-05-12-RAL-DC,FALSE,2018
Union,Thunderbirds,21,16,5/12/2018,2018-05-12-PIT-CHI,FALSE,2018
Wind Chill,Mechanix,34,17,5/12/2018,2018-05-12-DET-MIN,FALSE,2018
Sol,Legion,23,27,5/12/2018,2018-05-12-DAL-AUS,FALSE,2018
Royal,Rush,18,21,5/13/2018,2018-05-13-TOR-MTL,FALSE,2018
AlleyCats,Thunderbirds,27,24,5/13/2018,2018-05-13-PIT-IND,FALSE,2018
Cascades,Aviators,26,30,5/13/2018,2018-05-13-LA-SEA,FALSE,2018
Radicals,Mechanix,37,8,5/13/2018,2018-05-13-DET-MAD,FALSE,2018
FlameThrowers,Cascades,32,29,5/18/2018,2018-05-18-SEA-SF,FALSE,2018
Nightwatch,Cannons,32,30,5/19/2018,2018-05-19-TB-NSH,FALSE,2018
Spiders,Cascades,24,14,5/19/2018,2018-05-19-SEA-SJ,FALSE,2018
Empire,Phoenix,23,15,5/19/2018,2018-05-19-PHI-NY,FALSE,2018
Thunderbirds,Wind Chill,21,33,5/19/2018,2018-05-19-MIN-PIT,FALSE,2018
Union,Radicals,16,24,5/19/2018,2018-05-19-MAD-CHI,FALSE,2018
Growlers,Aviators,20,25,5/19/2018,2018-05-19-LA-SD,FALSE,2018
Rush,Breeze,33,20,5/19/2018,2018-05-19-DC-TOR,FALSE,2018
Sol,Hustle,28,19,5/19/2018,2018-05-19-ATL-AUS,FALSE,2018
Rush,Outlaws,21,19,5/20/2018,2018-05-20-OTT-TOR,FALSE,2018
Mechanix,Wind Chill,24,34,5/20/2018,2018-05-20-MIN-DET,FALSE,2018
Royal,Breeze,21,20,5/20/2018,2018-05-20-DC-MTL,FALSE,2018
Legion,Hustle,26,21,5/20/2018,2018-05-20-ATL-DAL,FALSE,2018
Aviators,Growlers,25,23,5/26/2018,2018-05-26-SD-LA,FALSE,2018
Radicals,Flyers,16,24,5/26/2018,2018-05-26-RAL-MAD,FALSE,2018
Rush,Phoenix,28,23,5/26/2018,2018-05-26-PHI-TOR,FALSE,2018
Breeze,Empire,29,21,5/26/2018,2018-05-26-NY-DC,FALSE,2018
AlleyCats,Union,26,22,5/26/2018,2018-05-26-CHI-IND,FALSE,2018
Nightwatch,Sol,27,21,5/26/2018,2018-05-26-AUS-NSH,FALSE,2018
Outlaws,Phoenix,30,18,5/27/2018,2018-05-27-PHI-OTT,FALSE,2018
Flyers,Sol,32,14,6/1/2018,2018-06-01-AUS-RAL,FALSE,2018
Royal,Rush,20,24,6/2/2018,2018-06-02-TOR-MTL,FALSE,2018
Cascades,Spiders,25,29,6/2/2018,2018-06-02-SJ-SEA,FALSE,2018
Growlers,FlameThrowers,24,25,6/2/2018,2018-06-02-SF-SD,FALSE,2018
Empire,Outlaws,24,21,6/2/2018,2018-06-02-OTT-NY,FALSE,2018
Wind Chill,AlleyCats,22,18,6/2/2018,2018-06-02-IND-MIN,FALSE,2018
Thunderbirds,Breeze,11,20,6/2/2018,2018-06-02-DC-PIT,FALSE,2018
Nightwatch,Legion,21,31,6/2/2018,2018-06-02-DAL-NSH,FALSE,2018
Mechanix,Union,18,25,6/2/2018,2018-06-02-CHI-DET,FALSE,2018
Cannons,Sol,26,27,6/2/2018,2018-06-02-AUS-TB,FALSE,2018
Aviators,FlameThrowers,23,19,6/3/2018,2018-06-03-SF-LA,FALSE,2018
Phoenix,Outlaws,22,21,6/3/2018,2018-06-03-OTT-PHI,FALSE,2018
Hustle,Legion,28,29,6/3/2018,2018-06-03-DAL-ATL,FALSE,2018
Outlaws,Royal,26,27,6/8/2018,2018-06-08-MTL-OTT,FALSE,2018
Radicals,Wind Chill,20,17,6/8/2018,2018-06-08-MIN-MAD,FALSE,2018
Breeze,Rush,25,24,6/9/2018,2018-06-09-TOR-DC,FALSE,2018
Spiders,Growlers,21,20,6/9/2018,2018-06-09-SD-SJ,FALSE,2018
Phoenix,Thunderbirds,30,21,6/9/2018,2018-06-09-PIT-PHI,FALSE,2018
Union,Radicals,21,22,6/9/2018,2018-06-09-MAD-CHI,FALSE,2018
Sol,Legion,17,19,6/9/2018,2018-06-09-DAL-AUS,FALSE,2018
Nightwatch,Hustle,21,24,6/9/2018,2018-06-09-ATL-NSH,FALSE,2018
FlameThrowers,Spiders,21,17,6/16/2018,2018-06-16-SJ-SF,FALSE,2018
Aviators,Cascades,26,17,6/16/2018,2018-06-16-SEA-LA,FALSE,2018
Rush,Outlaws,27,17,6/16/2018,2018-06-16-OTT-TOR,FALSE,2018
Royal,Empire,26,22,6/16/2018,2018-06-16-NY-MTL,FALSE,2018
Flyers,Nightwatch,27,15,6/16/2018,2018-06-16-NSH-RAL,FALSE,2018
Thunderbirds,Radicals,21,25,6/16/2018,2018-06-16-MAD-PIT,FALSE,2018
Wind Chill,Mechanix,37,18,6/16/2018,2018-06-16-DET-MIN,FALSE,2018
Hustle,Legion,20,24,6/16/2018,2018-06-16-DAL-ATL,FALSE,2018
Growlers,Cascades,25,27,6/17/2018,2018-06-17-SEA-SD,FALSE,2018
Rush,Empire,25,18,6/17/2018,2018-06-17-NY-TOR,FALSE,2018
AlleyCats,Radicals,21,20,6/17/2018,2018-06-17-MAD-IND,FALSE,2018
Union,Mechanix,34,12,6/17/2018,2018-06-17-DET-CHI,FALSE,2018
Cannons,Legion,25,28,6/17/2018,2018-06-17-DAL-TB,FALSE,2018
Cascades,Growlers,22,23,6/23/2018,2018-06-23-SD-SEA,FALSE,2018
Hustle,Flyers,30,20,6/23/2018,2018-06-23-RAL-ATL,FALSE,2018
Wind Chill,Thunderbirds,28,29,6/23/2018,2018-06-23-PIT-MIN,FALSE,2018
Sol,Nightwatch,24,23,6/23/2018,2018-06-23-NSH-AUS,FALSE,2018
Empire,Royal,22,23,6/23/2018,2018-06-23-MTL-NY,FALSE,2018
Spiders,Aviators,18,27,6/23/2018,2018-06-23-LA-SJ,FALSE,2018
AlleyCats,Mechanix,40,20,6/23/2018,2018-06-23-DET-IND,FALSE,2018
Rush,Breeze,28,21,6/23/2018,2018-06-23-DC-TOR,FALSE,2018
Legion,Nightwatch,28,16,6/24/2018,2018-06-24-NSH-DAL,FALSE,2018
Phoenix,Royal,27,19,6/24/2018,2018-06-24-MTL-PHI,FALSE,2018
FlameThrowers,Aviators,24,25,6/24/2018,2018-06-24-LA-SF,FALSE,2018
Outlaws,Breeze,29,30,6/24/2018,2018-06-24-DC-OTT,FALSE,2018
Mechanix,Union,27,31,6/24/2018,2018-06-24-CHI-DET,FALSE,2018
Growlers,FlameThrowers,27,22,6/30/2018,2018-06-30-SF-SD,FALSE,2018
Mechanix,Thunderbirds,19,20,6/30/2018,2018-06-30-PIT-DET,FALSE,2018
Breeze,Phoenix,25,15,6/30/2018,2018-06-30-PHI-DC,FALSE,2018
Outlaws,Empire,23,29,6/30/2018,2018-06-30-NY-OTT,FALSE,2018
Flyers,Nightwatch,33,20,6/30/2018,2018-06-30-NSH-RAL,FALSE,2018
Radicals,AlleyCats,26,17,6/30/2018,2018-06-30-IND-MAD,FALSE,2018
Wind Chill,Union,25,23,6/30/2018,2018-06-30-CHI-MIN,FALSE,2018
Legion,Sol,29,25,6/30/2018,2018-06-30-AUS-DAL,FALSE,2018
Cannons,Hustle,19,16,6/30/2018,2018-06-30-ATL-TB,FALSE,2018
Cascades,Spiders,25,24,7/1/2018,2018-07-01-SJ-SEA,FALSE,2018
Aviators,FlameThrowers,28,21,7/1/2018,2018-07-01-SF-LA,FALSE,2018
Royal,Empire,18,26,7/1/2018,2018-07-01-NY-MTL,FALSE,2018
Radicals,Wind Chill,35,24,7/3/2018,2018-07-03-MIN-MAD,FALSE,2018
Legion,Cannons,21,16,7/7/2018,2018-07-07-TB-DAL,FALSE,2018
Empire,Phoenix,27,23,7/7/2018,2018-07-07-PHI-NY,FALSE,2018
Rush,Royal,28,24,7/7/2018,2018-07-07-MTL-TOR,FALSE,2018
Union,AlleyCats,18,25,7/7/2018,2018-07-07-IND-CHI,FALSE,2018
Flyers,Hustle,26,25,7/7/2018,2018-07-07-ATL-RAL,FALSE,2018
Outlaws,Rush,13,26,7/8/2018,2018-07-08-TOR-OTT,FALSE,2018
Sol,Cannons,6,7,7/8/2018,2018-07-08-TB-AUS,FALSE,2018
Spiders,Cascades,27,24,7/13/2018,2018-07-13-SEA-SJ,FALSE,2018
FlameThrowers,Cascades,20,31,7/14/2018,2018-07-14-SEA-SF,FALSE,2018
Breeze,Empire,29,19,7/14/2018,2018-07-14-NY-DC,FALSE,2018
Cannons,Nightwatch,24,23,7/14/2018,2018-07-14-NSH-TB,FALSE,2018
AlleyCats,Wind Chill,26,16,7/14/2018,2018-07-14-MIN-IND,FALSE,2018
Growlers,Aviators,34,21,7/14/2018,2018-07-14-LA-SD,FALSE,2018
Thunderbirds,Mechanix,32,10,7/14/2018,2018-07-14-DET-PIT,FALSE,2018
Radicals,Union,27,24,7/14/2018,2018-07-14-CHI-MAD,FALSE,2018
Royal,Outlaws,25,32,7/15/2018,2018-07-15-OTT-MTL,FALSE,2018
Phoenix,Empire,22,30,7/15/2018,2018-07-15-NY-PHI,FALSE,2018
Hustle,Nightwatch,30,26,7/15/2018,2018-07-15-NSH-ATL,FALSE,2018
Union,Wind Chill,20,23,7/15/2018,2018-07-15-MIN-CHI,FALSE,2018
Aviators,Growlers,26,22,7/21/2018,2018-07-21-SD-LA,TRUE,2018
Breeze,Empire,15,19,7/21/2018,2018-07-21-NY-DC,TRUE,2018
AlleyCats,Wind Chill,20,19,7/21/2018,2018-07-21-MIN-IND,TRUE,2018
Sol,Flyers,23,26,7/27/2018,2018-07-27-RAL-AUS,TRUE,2018
Legion,Flyers,20,19,7/28/2018,2018-07-28-RAL-DAL,TRUE,2018
Rush,Empire,17,18,7/28/2018,2018-07-28-NY-TOR,TRUE,2018
Radicals,AlleyCats,27,18,7/28/2018,2018-07-28-IND-MAD,TRUE,2018
Legion,Empire,32,30,8/11/2018,2018-08-11-NY-DAL,TRUE,2018
Radicals,Aviators,24,19,8/11/2018,2018-08-11-LA-MAD,TRUE,2018
Radicals,Legion,20,16,8/12/2018,2018-08-12-DAL-MAD,TRUE,2018
Legion,Flyers,19,17,4/5/2019,2019-04-05-RAL-DAL,FALSE,2019
Cascades,Spiders,27,28,4/6/2019,2019-04-06-SJ-SEA,FALSE,2019
Sol,Flyers,18,22,4/6/2019,2019-04-06-RAL-AUS,FALSE,2019
Growlers,Aviators,20,18,4/6/2019,2019-04-06-LA-SD,FALSE,2019
Cannons,Hustle,18,17,4/6/2019,2019-04-06-ATL-TB,FALSE,2019
Aviators,Spiders,22,18,4/12/2019,2019-04-12-SJ-LA,FALSE,2019
Growlers,Spiders,25,24,4/13/2019,2019-04-13-SJ-SD,FALSE,2019
Hustle,Flyers,21,24,4/13/2019,2019-04-13-RAL-ATL,FALSE,2019
Empire,Breeze,21,18,4/13/2019,2019-04-13-DC-NY,FALSE,2019
Sol,Legion,19,17,4/13/2019,2019-04-13-DAL-AUS,FALSE,2019
AlleyCats,Radicals,20,22,4/14/2019,2019-04-14-MAD-IND,FALSE,2019
Spiders,Growlers,16,21,4/20/2019,2019-04-20-SD-SJ,FALSE,2019
Radicals,Thunderbirds,26,17,4/20/2019,2019-04-20-PIT-MAD,FALSE,2019
Breeze,Phoenix,20,18,4/20/2019,2019-04-20-PHI-DC,FALSE,2019
Cascades,Aviators,20,24,4/20/2019,2019-04-20-LA-SEA,FALSE,2019
AlleyCats,Mechanix,26,22,4/20/2019,2019-04-20-DET-IND,FALSE,2019
Wind Chill,Union,25,26,4/20/2019,2019-04-20-CHI-MIN,FALSE,2019
Legion,Sol,21,17,4/20/2019,2019-04-20-AUS-DAL,FALSE,2019
Cannons,Hustle,17,14,4/20/2019,2019-04-20-ATL-TB,FALSE,2019
Growlers,Cascades,20,18,4/26/2019,2019-04-26-SEA-SD,FALSE,2019
Outlaws,Rush,13,19,4/27/2019,2019-04-27-TOR-OTT,FALSE,2019
Aviators,Cascades,25,19,4/27/2019,2019-04-27-SEA-LA,FALSE,2019
Hustle,Flyers,15,21,4/27/2019,2019-04-27-RAL-ATL,FALSE,2019
Wind Chill,Thunderbirds,25,22,4/27/2019,2019-04-27-PIT-MIN,FALSE,2019
Phoenix,Empire,16,25,4/27/2019,2019-04-27-NY-PHI,FALSE,2019
Mechanix,AlleyCats,16,19,4/27/2019,2019-04-27-IND-DET,FALSE,2019
Empire,Royal,23,19,4/28/2019,2019-04-28-MTL-NY,FALSE,2019
Cascades,Growlers,25,21,5/4/2019,2019-05-04-SD-SEA,FALSE,2019
Breeze,Outlaws,24,15,5/4/2019,2019-05-04-OTT-DC,FALSE,2019
Rush,Royal,21,16,5/4/2019,2019-05-04-MTL-TOR,FALSE,2019
Union,Wind Chill,23,17,5/4/2019,2019-05-04-MIN-CHI,FALSE,2019
Spiders,Aviators,16,25,5/4/2019,2019-05-04-LA-SJ,FALSE,2019
Thunderbirds,AlleyCats,16,19,5/4/2019,2019-05-04-IND-PIT,FALSE,2019
Hustle,Sol,23,19,5/4/2019,2019-05-04-AUS-ATL,FALSE,2019
Phoenix,Outlaws,21,16,5/5/2019,2019-05-05-OTT-PHI,FALSE,2019
Mechanix,Wind Chill,22,31,5/5/2019,2019-05-05-MIN-DET,FALSE,2019
Flyers,Sol,23,18,5/5/2019,2019-05-05-AUS-RAL,FALSE,2019
Spiders,Cascades,24,19,5/11/2019,2019-05-11-SEA-SJ,FALSE,2019
Aviators,Growlers,21,27,5/11/2019,2019-05-11-SD-LA,FALSE,2019
Cannons,Flyers,19,24,5/11/2019,2019-05-11-RAL-TB,FALSE,2019
Rush,Outlaws,25,24,5/11/2019,2019-05-11-OTT-TOR,FALSE,2019
Radicals,Wind Chill,19,20,5/11/2019,2019-05-11-MIN-MAD,FALSE,2019
Empire,Breeze,26,25,5/11/2019,2019-05-11-DC-NY,FALSE,2019
Sol,Legion,21,25,5/11/2019,2019-05-11-DAL-AUS,FALSE,2019
Thunderbirds,Union,21,18,5/11/2019,2019-05-11-CHI-PIT,FALSE,2019
AlleyCats,Hustle,22,27,5/11/2019,2019-05-11-ATL-IND,FALSE,2019
Growlers,Spiders,32,20,5/17/2019,2019-05-17-SJ-SD,FALSE,2019
Empire,Rush,22,17,5/18/2019,2019-05-18-TOR-NY,FALSE,2019
Sol,Cannons,17,19,5/18/2019,2019-05-18-TB-AUS,FALSE,2019
Aviators,Spiders,25,21,5/18/2019,2019-05-18-SJ-LA,FALSE,2019
Union,Radicals,22,25,5/18/2019,2019-05-18-MAD-CHI,FALSE,2019
Wind Chill,AlleyCats,11,13,5/18/2019,2019-05-18-IND-MIN,FALSE,2019
Thunderbirds,Mechanix,24,11,5/18/2019,2019-05-18-DET-PIT,FALSE,2019
Outlaws,Breeze,22,21,5/18/2019,2019-05-18-DC-OTT,FALSE,2019
Flyers,Hustle,25,22,5/18/2019,2019-05-18-ATL-RAL,FALSE,2019
Phoenix,Rush,18,16,5/19/2019,2019-05-19-TOR-PHI,FALSE,2019
Legion,Cannons,28,21,5/19/2019,2019-05-19-TB-DAL,FALSE,2019
Royal,Breeze,19,20,5/19/2019,2019-05-19-DC-MTL,FALSE,2019
Hustle,Cannons,23,14,5/25/2019,2019-05-25-TB-ATL,FALSE,2019
Empire,Outlaws,20,15,5/25/2019,2019-05-25-OTT-NY,FALSE,2019
Phoenix,Royal,15,25,5/25/2019,2019-05-25-MTL-PHI,FALSE,2019
Thunderbirds,Wind Chill,24,17,5/25/2019,2019-05-25-MIN-PIT,FALSE,2019
Rush,Radicals,22,15,5/25/2019,2019-05-25-MAD-TOR,FALSE,2019
Union,AlleyCats,18,17,5/25/2019,2019-05-25-IND-CHI,FALSE,2019
Legion,Sol,20,15,5/25/2019,2019-05-25-AUS-DAL,FALSE,2019
Breeze,Royal,27,17,5/26/2019,2019-05-26-MTL-DC,FALSE,2019
Mechanix,Radicals,14,16,5/26/2019,2019-05-26-MAD-DET,FALSE,2019
Cascades,Spiders,22,25,6/1/2019,2019-06-01-SJ-SEA,FALSE,2019
Aviators,Growlers,18,20,6/1/2019,2019-06-01-SD-LA,FALSE,2019
Mechanix,Thunderbirds,12,17,6/1/2019,2019-06-01-PIT-DET,FALSE,2019
Breeze,Empire,19,20,6/1/2019,2019-06-01-NY-DC,FALSE,2019
Outlaws,Royal,19,21,6/1/2019,2019-06-01-MTL-OTT,FALSE,2019
Radicals,AlleyCats,15,18,6/1/2019,2019-06-01-IND-MAD,FALSE,2019
Wind Chill,Union,27,26,6/1/2019,2019-06-01-CHI-MIN,FALSE,2019
Cannons,Sol,24,16,6/1/2019,2019-06-01-AUS-TB,FALSE,2019
Rush,Royal,19,13,6/2/2019,2019-06-02-MTL-TOR,FALSE,2019
Hustle,Sol,24,25,6/2/2019,2019-06-02-AUS-ATL,FALSE,2019
Cannons,Legion,20,25,6/14/2019,2019-06-14-DAL-TB,FALSE,2019
Breeze,Rush,23,22,6/15/2019,2019-06-15-TOR-DC,FALSE,2019
Spiders,Cascades,25,26,6/15/2019,2019-06-15-SEA-SJ,FALSE,2019
Empire,Phoenix,19,14,6/15/2019,2019-06-15-PHI-NY,FALSE,2019
Royal,Outlaws,21,22,6/15/2019,2019-06-15-OTT-MTL,FALSE,2019
Wind Chill,Radicals,21,19,6/15/2019,2019-06-15-MAD-MIN,FALSE,2019
Growlers,Aviators,17,18,6/15/2019,2019-06-15-LA-SD,FALSE,2019
Flyers,Legion,27,18,6/15/2019,2019-06-15-DAL-RAL,FALSE,2019
Union,Mechanix,24,16,6/16/2019,2019-06-16-DET-CHI,FALSE,2019
Phoenix,Breeze,16,21,6/16/2019,2019-06-16-DC-PHI,FALSE,2019
Royal,Rush,23,22,6/22/2019,2019-06-22-TOR-MTL,FALSE,2019
Legion,Cannons,29,22,6/22/2019,2019-06-22-TB-DAL,FALSE,2019
Cascades,Growlers,25,30,6/22/2019,2019-06-22-SD-SEA,FALSE,2019
Breeze,Phoenix,21,18,6/22/2019,2019-06-22-PHI-DC,FALSE,2019
Flyers,Empire,24,25,6/22/2019,2019-06-22-NY-RAL,FALSE,2019
AlleyCats,Wind Chill,24,23,6/22/2019,2019-06-22-MIN-IND,FALSE,2019
Thunderbirds,Radicals,21,20,6/22/2019,2019-06-22-MAD-PIT,FALSE,2019
Spiders,Aviators,27,31,6/22/2019,2019-06-22-LA-SJ,FALSE,2019
Mechanix,Union,11,24,6/22/2019,2019-06-22-CHI-DET,FALSE,2019
Outlaws,Rush,17,22,6/23/2019,2019-06-23-TOR-OTT,FALSE,2019
